epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,751.27,1.69563,2.37674,1.71334,0.33605,0.18874,0.16504,0.07956,1.84142,2.34612,1.73939,0.009109,0.009109,0.009109
29,777.709,1.71432,2.34754,1.71079,0.15422,0.24226,0.16021,0.0734,1.90646,2.32404,1.7938,0.009076,0.009076,0.009076
30,804.411,1.6783,2.30502,1.68824,0.20476,0.24611,0.13548,0.05902,1.95006,2.54563,1.82477,0.009043,0.009043,0.009043
31,830.806,1.69334,2.34053,1.70354,0.21968,0.27976,0.16333,0.0759,1.86913,2.42649,1.76246,0.00901,0.00901,0.00901
32,857.217,1.70077,2.3263,1.70123,0.37043,0.23736,0.1872,0.08921,1.83126,2.31523,1.70678,0.008977,0.008977,0.008977
33,883.601,1.68049,2.31788,1.69337,0.24497,0.30638,0.21045,0.10439,1.82943,2.13958,1.70648,0.008944,0.008944,0.008944
34,910.086,1.67193,2.2875,1.6819,0.18024,0.29585,0.16671,0.07462,1.86549,2.32817,1.75851,0.008911,0.008911,0.008911
35,936.744,1.68045,2.28499,1.68781,0.19774,0.18574,0.12565,0.05662,2.11683,2.45288,1.9394,0.008878,0.008878,0.008878
36,963.2,1.67261,2.28019,1.6904,0.2157,0.30025,0.18752,0.08067,1.92701,2.26682,1.76462,0.008845,0.008845,0.008845
37,989.603,1.66601,2.26643,1.67368,0.22339,0.31515,0.21524,0.10333,1.83104,2.1107,1.71064,0.008812,0.008812,0.008812
38,1016.07,1.66285,2.23573,1.68029,0.20328,0.2953,0.16807,0.0784,1.85873,2.31209,1.74181,0.008779,0.008779,0.008779
39,1042.55,1.6483,2.22867,1.66284,0.2207,0.33478,0.20357,0.09503,1.78653,2.18361,1.68964,0.008746,0.008746,0.008746
40,1069.05,1.64108,2.21839,1.66043,0.21257,0.29968,0.19735,0.09059,1.871,2.13268,1.72149,0.008713,0.008713,0.008713
41,1095.6,1.64633,2.21155,1.66397,0.19581,0.30965,0.19332,0.09513,1.82456,2.26281,1.69725,0.00868,0.00868,0.00868
42,1122.06,1.64661,2.21048,1.66272,0.25754,0.28822,0.19952,0.09883,1.78927,2.16719,1.70095,0.008647,0.008647,0.008647
43,1148.5,1.6306,2.18937,1.64898,0.17245,0.28848,0.18639,0.09317,1.7671,2.3169,1.68477,0.008614,0.008614,0.008614
44,1174.96,1.62896,2.18829,1.64965,0.23356,0.32648,0.21919,0.10989,1.79141,2.08711,1.67223,0.008581,0.008581,0.008581
45,1201.37,1.63052,2.19409,1.6438,0.22928,0.31371,0.21733,0.10362,1.83566,2.0508,1.67876,0.008548,0.008548,0.008548
46,1227.85,1.62027,2.17474,1.64266,0.24342,0.28149,0.22134,0.10825,1.77845,2.09998,1.66658,0.008515,0.008515,0.008515
47,1254.52,1.62022,2.17299,1.63795,0.23751,0.33655,0.21238,0.10287,1.80825,2.04043,1.67765,0.008482,0.008482,0.008482
48,1280.94,1.6222,2.18921,1.6375,0.21659,0.29454,0.20265,0.0927,1.84404,2.09378,1.71403,0.008449,0.008449,0.008449
49,1307.35,1.61823,2.13961,1.6224,0.24195,0.28332,0.20309,0.09402,1.89659,2.15356,1.7242,0.008416,0.008416,0.008416
50,1333.88,1.60467,2.13424,1.62627,0.27479,0.29782,0.22074,0.10325,1.84289,2.10911,1.69134,0.008383,0.008383,0.008383
51,1360.31,1.60563,2.12185,1.62336,0.2461,0.31738,0.20349,0.09734,1.76558,2.16076,1.65097,0.00835,0.00835,0.00835
52,1386.67,1.60132,2.1316,1.62027,0.23465,0.335,0.24066,0.10491,1.95831,2.04734,1.75856,0.008317,0.008317,0.008317
53,1413.3,1.60312,2.11583,1.62137,0.25318,0.3269,0.25286,0.12986,1.76393,1.98432,1.65301,0.008284,0.008284,0.008284
54,1439.62,1.58583,2.1337,1.62552,0.25256,0.3331,0.23331,0.10737,1.87983,2.02219,1.73903,0.008251,0.008251,0.008251
55,1465.99,1.59828,2.11644,1.62411,0.22205,0.29161,0.21222,0.10415,1.77545,2.1014,1.65419,0.008218,0.008218,0.008218
56,1492.3,1.58335,2.1041,1.62038,0.2294,0.3175,0.23834,0.12577,1.69816,1.97671,1.59794,0.008185,0.008185,0.008185
57,1518.66,1.60494,2.08398,1.61554,0.23741,0.2825,0.21473,0.10754,1.79619,2.12578,1.68941,0.008152,0.008152,0.008152
58,1545.22,1.58643,2.08669,1.61726,0.23111,0.36335,0.24085,0.11917,1.77697,1.9642,1.64119,0.008119,0.008119,0.008119
59,1571.62,1.59838,2.09194,1.61753,0.22646,0.34455,0.23386,0.11753,1.75057,2.07241,1.61984,0.008086,0.008086,0.008086
60,1598.03,1.58433,2.06228,1.61065,0.22736,0.37023,0.25358,0.12749,1.75351,1.97962,1.63246,0.008053,0.008053,0.008053
61,1624.47,1.57864,2.04949,1.60048,0.25809,0.31854,0.23899,0.12047,1.7519,2.02044,1.62312,0.00802,0.00802,0.00802
62,1650.91,1.57703,2.03754,1.59664,0.23538,0.33064,0.2399,0.10921,1.86949,2.03637,1.68905,0.007987,0.007987,0.007987
63,1677.51,1.56406,2.06785,1.60009,0.25212,0.37454,0.24534,0.12338,1.75833,1.96201,1.63188,0.007954,0.007954,0.007954
64,1703.99,1.57353,2.02759,1.58818,0.25838,0.3539,0.25819,0.12726,1.76549,1.95455,1.64561,0.007921,0.007921,0.007921
65,1730.39,1.56669,2.02837,1.59515,0.24709,0.35095,0.25669,0.12605,1.78095,1.94528,1.64397,0.007888,0.007888,0.007888
66,1756.77,1.57794,2.05833,1.59898,0.29238,0.32274,0.2719,0.14024,1.71479,1.9158,1.62317,0.007855,0.007855,0.007855
67,1783.18,1.54455,1.97487,1.57888,0.24875,0.37673,0.25986,0.13177,1.72898,1.94869,1.61351,0.007822,0.007822,0.007822
68,1809.63,1.56191,2.03009,1.5915,0.24384,0.30965,0.24233,0.12506,1.71458,1.95676,1.61555,0.007789,0.007789,0.007789
69,1836.19,1.55584,2.01875,1.58342,0.29739,0.3557,0.27803,0.13637,1.77521,1.91169,1.63663,0.007756,0.007756,0.007756
70,1862.61,1.56797,2.02952,1.58599,0.27934,0.38303,0.27506,0.13393,1.79207,1.93871,1.64381,0.007723,0.007723,0.007723
71,1889.05,1.55493,2.00864,1.58557,0.27616,0.37951,0.27809,0.144,1.75797,1.85696,1.62922,0.00769,0.00769,0.00769
72,1915.48,1.55433,2.01094,1.58556,0.23971,0.35997,0.2578,0.12992,1.7625,1.91219,1.63116,0.007657,0.007657,0.007657
73,1941.95,1.5521,1.97943,1.57663,0.2554,0.37759,0.27314,0.1371,1.76149,1.88503,1.61186,0.007624,0.007624,0.007624
74,1968.55,1.54449,1.98702,1.57947,0.27123,0.34857,0.25234,0.13304,1.67321,1.91893,1.55975,0.007591,0.007591,0.007591
75,1994.91,1.55286,1.98623,1.57963,0.28716,0.36826,0.27689,0.13493,1.79731,1.8763,1.63707,0.007558,0.007558,0.007558
76,2021.37,1.544,1.94368,1.5608,0.26739,0.37219,0.28736,0.15305,1.69147,1.81863,1.56751,0.007525,0.007525,0.007525
77,2047.8,1.52749,1.93925,1.56093,0.30596,0.3513,0.27977,0.14632,1.68448,1.85056,1.58906,0.007492,0.007492,0.007492
78,2074.27,1.54014,1.9559,1.56402,0.33281,0.35665,0.28349,0.14735,1.70468,1.86441,1.58658,0.007459,0.007459,0.007459
79,2100.61,1.52883,1.98133,1.57415,0.31353,0.35529,0.28978,0.14887,1.70364,1.83777,1.59283,0.007426,0.007426,0.007426
80,2127.21,1.51993,1.92993,1.56363,0.29787,0.39885,0.28823,0.14321,1.79503,1.85159,1.64089,0.007393,0.007393,0.007393
81,2153.66,1.53627,1.95544,1.57253,0.30928,0.35497,0.29342,0.15317,1.71328,1.80756,1.58342,0.00736,0.00736,0.00736
82,2180.05,1.54195,1.97218,1.57563,0.3196,0.3755,0.29582,0.15329,1.6755,1.85619,1.57199,0.007327,0.007327,0.007327
83,2206.41,1.52813,1.93073,1.56795,0.29549,0.38748,0.31038,0.15574,1.74201,1.82174,1.62446,0.007294,0.007294,0.007294
84,2232.74,1.51641,1.912,1.55274,0.33189,0.36545,0.30585,0.15579,1.69809,1.8043,1.58567,0.007261,0.007261,0.007261
85,2259.15,1.5241,1.94209,1.55856,0.30133,0.40915,0.32248,0.15295,1.81318,1.81425,1.64274,0.007228,0.007228,0.007228
86,2285.72,1.51576,1.9251,1.55614,0.33513,0.39343,0.31493,0.16686,1.66498,1.79154,1.58802,0.007195,0.007195,0.007195
87,2312.12,1.52126,1.93476,1.56279,0.34156,0.38536,0.32284,0.16013,1.79419,1.78347,1.64111,0.007162,0.007162,0.007162
88,2338.54,1.51874,1.89489,1.55163,0.31457,0.42734,0.32113,0.16253,1.71007,1.78272,1.57882,0.007129,0.007129,0.007129
89,2364.92,1.51547,1.89161,1.543,0.3646,0.38157,0.31809,0.16463,1.68028,1.81083,1.57227,0.007096,0.007096,0.007096
90,2391.28,1.51191,1.89656,1.54698,0.31688,0.37921,0.30282,0.15678,1.6815,1.78254,1.57185,0.007063,0.007063,0.007063
91,2417.65,1.5161,1.90696,1.54404,0.32963,0.37429,0.30667,0.16517,1.64778,1.76416,1.55499,0.00703,0.00703,0.00703
92,2444.42,1.50079,1.85938,1.53301,0.34447,0.3715,0.32036,0.15858,1.76744,1.78771,1.60445,0.006997,0.006997,0.006997
93,2470.91,1.5135,1.89971,1.54989,0.34427,0.37639,0.319,0.16853,1.68038,1.75815,1.58233,0.006964,0.006964,0.006964
94,2497.36,1.50072,1.87321,1.53319,0.30807,0.40879,0.30762,0.16475,1.65717,1.79232,1.55053,0.006931,0.006931,0.006931
95,2523.81,1.49147,1.84603,1.52912,0.34619,0.39498,0.31606,0.16765,1.66074,1.75014,1.55772,0.006898,0.006898,0.006898
96,2550.24,1.48229,1.83458,1.52566,0.36937,0.38721,0.32856,0.17359,1.68371,1.75616,1.57753,0.006865,0.006865,0.006865
97,2576.65,1.49919,1.83127,1.5324,0.36832,0.39862,0.33206,0.17601,1.65379,1.74972,1.54295,0.006832,0.006832,0.006832
98,2603.3,1.49347,1.85326,1.52918,0.3273,0.41279,0.32475,0.1718,1.64316,1.74847,1.54125,0.006799,0.006799,0.006799
99,2629.97,1.4848,1.81777,1.51268,0.31638,0.39873,0.32141,0.16917,1.63688,1.75154,1.55236,0.006766,0.006766,0.006766
100,2657.19,1.50066,1.85834,1.53634,0.35101,0.41659,0.32825,0.16963,1.63924,1.76275,1.54398,0.006733,0.006733,0.006733
101,2683.57,1.48611,1.82359,1.51586,0.34119,0.3888,0.30434,0.16045,1.66497,1.7939,1.55406,0.0067,0.0067,0.0067
102,2709.94,1.48602,1.84189,1.52511,0.3217,0.4164,0.33155,0.17662,1.63142,1.71035,1.53554,0.006667,0.006667,0.006667
103,2736.42,1.4828,1.79754,1.51216,0.31912,0.43865,0.32775,0.17531,1.641,1.72116,1.55979,0.006634,0.006634,0.006634
104,2763.09,1.49045,1.83504,1.52994,0.36397,0.43966,0.34487,0.18026,1.6483,1.70574,1.54309,0.006601,0.006601,0.006601
105,2789.61,1.47864,1.80905,1.51286,0.34309,0.38463,0.34737,0.1845,1.61987,1.71362,1.52261,0.006568,0.006568,0.006568
106,2816.12,1.47303,1.80115,1.52309,0.37428,0.42663,0.35696,0.1869,1.67405,1.72811,1.56257,0.006535,0.006535,0.006535
107,2842.57,1.48227,1.82894,1.5236,0.34242,0.42188,0.34022,0.17865,1.65089,1.71662,1.53362,0.006502,0.006502,0.006502
108,2868.97,1.46503,1.79277,1.50605,0.35451,0.42947,0.34489,0.18297,1.65667,1.7219,1.54275,0.006469,0.006469,0.006469
109,2895.51,1.46673,1.79078,1.50644,0.35639,0.41572,0.35082,0.18296,1.6573,1.67338,1.54093,0.006436,0.006436,0.006436
110,2921.92,1.46792,1.80946,1.51297,0.36933,0.41934,0.35097,0.18383,1.66519,1.69953,1.55313,0.006403,0.006403,0.006403
111,2948.27,1.48239,1.8246,1.51807,0.39858,0.40694,0.36461,0.18297,1.71292,1.69231,1.56368,0.00637,0.00637,0.00637
112,2974.67,1.45289,1.76057,1.50383,0.38945,0.41657,0.35564,0.18351,1.66558,1.6951,1.54341,0.006337,0.006337,0.006337
113,3001.07,1.45104,1.77689,1.49444,0.37477,0.42264,0.36139,0.19006,1.61328,1.70586,1.51755,0.006304,0.006304,0.006304
114,3027.53,1.47222,1.80163,1.5195,0.37034,0.42861,0.35269,0.18754,1.61127,1.72097,1.50807,0.006271,0.006271,0.006271
115,3054.45,1.46671,1.75325,1.5009,0.35262,0.43123,0.37882,0.20157,1.64074,1.66125,1.52398,0.006238,0.006238,0.006238
116,3081.17,1.46251,1.78629,1.5076,0.40004,0.40296,0.37439,0.19903,1.65891,1.68544,1.53176,0.006205,0.006205,0.006205
117,3107.92,1.45779,1.77301,1.50993,0.38752,0.41295,0.37526,0.2015,1.62832,1.69404,1.51614,0.006172,0.006172,0.006172
118,3134.74,1.46551,1.78538,1.50735,0.38898,0.42061,0.36752,0.19091,1.66117,1.68552,1.53505,0.006139,0.006139,0.006139
119,3161.42,1.46474,1.77716,1.50186,0.38095,0.44964,0.3705,0.19401,1.66387,1.67473,1.5321,0.006106,0.006106,0.006106
120,3188.34,1.43701,1.74055,1.4871,0.41669,0.44374,0.38599,0.20546,1.61558,1.63893,1.51286,0.006073,0.006073,0.006073
121,3215.14,1.46432,1.75604,1.50072,0.43219,0.44112,0.39377,0.2062,1.6294,1.68263,1.52468,0.00604,0.00604,0.00604
122,3241.9,1.44206,1.75559,1.49713,0.42128,0.43517,0.37942,0.19375,1.66091,1.67029,1.53993,0.006007,0.006007,0.006007
123,3268.65,1.456,1.77099,1.49909,0.42506,0.40828,0.38474,0.20476,1.61836,1.66343,1.50658,0.005974,0.005974,0.005974
124,3295.37,1.45256,1.74702,1.50673,0.40134,0.41771,0.36671,0.19599,1.61362,1.68362,1.50637,0.005941,0.005941,0.005941
125,3322.08,1.44648,1.70739,1.48195,0.42482,0.41941,0.38095,0.20076,1.614,1.63835,1.50431,0.005908,0.005908,0.005908
126,3348.91,1.44682,1.7454,1.49672,0.42371,0.43251,0.37287,0.20364,1.60026,1.66908,1.50503,0.005875,0.005875,0.005875
127,3375.3,1.43075,1.69357,1.46877,0.40529,0.43769,0.38168,0.20667,1.60342,1.64669,1.50046,0.005842,0.005842,0.005842
128,3401.72,1.43803,1.71501,1.47751,0.44352,0.43297,0.39104,0.2088,1.59973,1.62057,1.4984,0.005809,0.005809,0.005809
129,3428.18,1.44549,1.72509,1.48961,0.45451,0.40449,0.3937,0.21157,1.59946,1.64292,1.49075,0.005776,0.005776,0.005776
130,3454.63,1.44434,1.7165,1.48469,0.41609,0.45479,0.39872,0.21135,1.59659,1.63498,1.48752,0.005743,0.005743,0.005743
131,3481.08,1.42983,1.69465,1.47918,0.41473,0.43294,0.39005,0.20982,1.58985,1.64423,1.48943,0.00571,0.00571,0.00571
132,3507.39,1.42982,1.68783,1.46786,0.42663,0.42054,0.39097,0.20989,1.59879,1.63613,1.49466,0.005677,0.005677,0.005677
133,3533.85,1.43246,1.69827,1.47577,0.45958,0.40679,0.39812,0.21717,1.59028,1.60985,1.49153,0.005644,0.005644,0.005644
134,3560.38,1.42841,1.69557,1.47333,0.44486,0.43153,0.40794,0.22054,1.59128,1.61918,1.49211,0.005611,0.005611,0.005611
135,3586.83,1.4286,1.70034,1.47538,0.42948,0.40939,0.39313,0.21574,1.59893,1.62404,1.49461,0.005578,0.005578,0.005578
136,3613.36,1.41789,1.69491,1.47627,0.39214,0.4655,0.40182,0.21553,1.58826,1.61846,1.49533,0.005545,0.005545,0.005545
137,3639.77,1.4223,1.68599,1.46917,0.42943,0.44109,0.40519,0.21709,1.59723,1.6207,1.48775,0.005512,0.005512,0.005512
138,3666.18,1.42407,1.68364,1.47483,0.40799,0.46704,0.40209,0.21602,1.59641,1.62468,1.49083,0.005479,0.005479,0.005479
139,3692.68,1.43477,1.71208,1.47901,0.46515,0.4287,0.40204,0.21713,1.59939,1.61613,1.49605,0.005446,0.005446,0.005446
140,3719.09,1.40786,1.63854,1.46297,0.46505,0.44267,0.41512,0.2201,1.60511,1.60389,1.49699,0.005413,0.005413,0.005413
141,3745.51,1.4234,1.69662,1.47991,0.45169,0.4464,0.40699,0.21925,1.59717,1.61001,1.4948,0.00538,0.00538,0.00538
142,3772.11,1.42169,1.67356,1.47052,0.44157,0.44019,0.41296,0.224,1.57767,1.59957,1.48819,0.005347,0.005347,0.005347
143,3798.54,1.41732,1.65688,1.46461,0.45089,0.43164,0.39907,0.216,1.57547,1.61053,1.49838,0.005314,0.005314,0.005314
144,3824.99,1.4308,1.68481,1.47561,0.40801,0.42678,0.4009,0.22129,1.57134,1.59908,1.49052,0.005281,0.005281,0.005281
145,3851.56,1.42166,1.6591,1.4672,0.43185,0.45004,0.40953,0.22349,1.57335,1.60519,1.48469,0.005248,0.005248,0.005248
146,3878,1.4313,1.69436,1.47243,0.43301,0.42804,0.40377,0.218,1.57797,1.59656,1.48851,0.005215,0.005215,0.005215
147,3904.46,1.40879,1.64722,1.46329,0.43366,0.46136,0.4187,0.22576,1.58834,1.57193,1.4906,0.005182,0.005182,0.005182
148,3931.06,1.42423,1.68821,1.46606,0.43058,0.45793,0.42039,0.22782,1.58394,1.57777,1.48504,0.005149,0.005149,0.005149
149,3957.53,1.3916,1.61471,1.44469,0.4428,0.46388,0.4245,0.22806,1.57848,1.58398,1.48942,0.005116,0.005116,0.005116
150,3984,1.41061,1.63695,1.46211,0.44633,0.45702,0.42085,0.22625,1.56774,1.5976,1.4812,0.005083,0.005083,0.005083
151,4010.44,1.40655,1.63658,1.46059,0.48221,0.43253,0.40905,0.2217,1.56479,1.60402,1.47559,0.00505,0.00505,0.00505
152,4036.92,1.39974,1.65059,1.46137,0.5033,0.43502,0.4185,0.2245,1.55852,1.57692,1.47343,0.005017,0.005017,0.005017
153,4063.4,1.40223,1.63178,1.44818,0.49717,0.43985,0.42691,0.22599,1.55112,1.57575,1.46576,0.004984,0.004984,0.004984
154,4090.1,1.40596,1.64047,1.45861,0.4972,0.42089,0.42713,0.22802,1.5473,1.56738,1.46564,0.004951,0.004951,0.004951
155,4116.55,1.39115,1.59633,1.44413,0.47045,0.46339,0.42886,0.22886,1.54906,1.56706,1.46526,0.004918,0.004918,0.004918
156,4143.05,1.3923,1.6304,1.45324,0.42415,0.48322,0.41206,0.22164,1.55709,1.57674,1.47274,0.004885,0.004885,0.004885
157,4169.58,1.41627,1.63548,1.46264,0.45643,0.45027,0.418,0.22645,1.5575,1.57202,1.47551,0.004852,0.004852,0.004852
158,4196.09,1.39507,1.61234,1.44951,0.4479,0.44788,0.41089,0.22542,1.5514,1.58049,1.46425,0.004819,0.004819,0.004819
159,4222.74,1.39525,1.64385,1.45231,0.47058,0.41876,0.41359,0.22797,1.54955,1.58258,1.46151,0.004786,0.004786,0.004786
160,4249.19,1.3828,1.62189,1.45137,0.46615,0.42426,0.42172,0.22925,1.55399,1.57533,1.46255,0.004753,0.004753,0.004753
161,4275.62,1.40017,1.62351,1.44341,0.45669,0.45687,0.43363,0.23418,1.5564,1.57017,1.46087,0.00472,0.00472,0.00472
162,4302.1,1.39907,1.64331,1.45113,0.46637,0.47773,0.44011,0.23677,1.55881,1.56147,1.46538,0.004687,0.004687,0.004687
163,4328.6,1.39497,1.59959,1.44665,0.48687,0.46066,0.44235,0.23669,1.56218,1.55799,1.47094,0.004654,0.004654,0.004654
164,4355.13,1.38784,1.60353,1.44952,0.4865,0.44781,0.43675,0.23462,1.57883,1.56326,1.47257,0.004621,0.004621,0.004621
165,4381.78,1.38445,1.58319,1.43008,0.4764,0.44987,0.43675,0.23562,1.57279,1.55238,1.46524,0.004588,0.004588,0.004588
166,4408.3,1.38323,1.58265,1.43506,0.46086,0.46831,0.44153,0.23746,1.58837,1.55558,1.46789,0.004555,0.004555,0.004555
167,4434.74,1.39371,1.615,1.45059,0.45788,0.45593,0.44924,0.24039,1.58033,1.54604,1.46103,0.004522,0.004522,0.004522
168,4461.25,1.38513,1.58828,1.43589,0.45707,0.45711,0.44107,0.23698,1.57795,1.5439,1.45921,0.004489,0.004489,0.004489
169,4487.73,1.37453,1.57771,1.43641,0.47585,0.44591,0.44306,0.23833,1.57766,1.54507,1.46209,0.004456,0.004456,0.004456
170,4514.07,1.38097,1.58122,1.4444,0.46211,0.45695,0.44266,0.24055,1.56526,1.54016,1.45508,0.004423,0.004423,0.004423
171,4540.7,1.39299,1.59666,1.44636,0.43411,0.46913,0.44254,0.24009,1.56457,1.54269,1.45391,0.00439,0.00439,0.00439
172,4567.13,1.37915,1.58377,1.44044,0.42529,0.47806,0.44503,0.24184,1.54769,1.54175,1.44717,0.004357,0.004357,0.004357
173,4593.55,1.37149,1.57344,1.43383,0.43497,0.47988,0.44828,0.24412,1.55096,1.53384,1.45183,0.004324,0.004324,0.004324
174,4620.02,1.37193,1.55712,1.42623,0.43651,0.4787,0.44363,0.24274,1.54493,1.53219,1.44722,0.004291,0.004291,0.004291
175,4646.55,1.351,1.53798,1.42766,0.43543,0.4813,0.44956,0.24534,1.53913,1.53735,1.4425,0.004258,0.004258,0.004258
176,4673.19,1.35627,1.53948,1.42705,0.43522,0.48552,0.44652,0.2454,1.54262,1.54127,1.44473,0.004225,0.004225,0.004225
177,4699.72,1.37238,1.5489,1.42373,0.4789,0.43428,0.44897,0.24794,1.53997,1.54434,1.44214,0.004192,0.004192,0.004192
178,4726.24,1.38388,1.55656,1.4332,0.48045,0.43128,0.44881,0.24487,1.54213,1.53997,1.446,0.004159,0.004159,0.004159
179,4752.71,1.35741,1.54616,1.42211,0.46187,0.44191,0.44536,0.24525,1.54313,1.54136,1.44755,0.004126,0.004126,0.004126
180,4779.17,1.3628,1.54789,1.42616,0.42382,0.48403,0.44893,0.24317,1.54471,1.53832,1.44627,0.004093,0.004093,0.004093
181,4805.63,1.35547,1.52867,1.4255,0.44012,0.4713,0.45279,0.24493,1.54711,1.54116,1.45063,0.00406,0.00406,0.00406
182,4832.32,1.35434,1.54087,1.42611,0.44901,0.4692,0.45371,0.2491,1.55321,1.53715,1.45647,0.004027,0.004027,0.004027
183,4858.84,1.36595,1.55891,1.42804,0.47371,0.44442,0.45006,0.24647,1.55304,1.53122,1.45614,0.003994,0.003994,0.003994
184,4885.3,1.3608,1.52239,1.41883,0.47428,0.43975,0.45472,0.24876,1.55142,1.52803,1.45396,0.003961,0.003961,0.003961
185,4911.79,1.35667,1.52253,1.41928,0.46434,0.44585,0.44776,0.2439,1.54775,1.52879,1.45255,0.003928,0.003928,0.003928
186,4938.41,1.36698,1.54858,1.42527,0.44435,0.47078,0.44427,0.24662,1.54579,1.52886,1.45143,0.003895,0.003895,0.003895
187,4964.99,1.3547,1.51209,1.41245,0.43811,0.48123,0.44211,0.24443,1.54446,1.53282,1.45003,0.003862,0.003862,0.003862
188,4991.47,1.3461,1.5147,1.41224,0.43188,0.49552,0.44694,0.24582,1.54646,1.52869,1.45123,0.003829,0.003829,0.003829
189,5017.95,1.3689,1.54961,1.41749,0.45267,0.47194,0.44876,0.24434,1.54596,1.53138,1.45111,0.003796,0.003796,0.003796
190,5044.34,1.34336,1.50364,1.41039,0.48148,0.45533,0.45053,0.24508,1.54846,1.53097,1.45326,0.003763,0.003763,0.003763
191,5070.81,1.35943,1.5354,1.42341,0.48056,0.45974,0.45562,0.24735,1.55392,1.53465,1.45311,0.00373,0.00373,0.00373
