epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,249.304,1.61686,2.20714,1.72966,0.43432,0.41018,0.3997,0.19866,1.6013,1.8629,1.56447,0.000834007,0.000834007,0.000834007
27,258.705,1.59328,2.22752,1.72557,0.41515,0.41764,0.37551,0.1657,1.86392,1.87587,1.71465,0.000831008,0.000831008,0.000831008
28,268.117,1.62919,2.22114,1.73161,0.46216,0.42357,0.39442,0.17802,1.80159,1.87149,1.68323,0.000828008,0.000828008,0.000828008
29,277.503,1.61131,2.2243,1.71896,0.41694,0.40417,0.35408,0.17349,1.76586,1.93936,1.67326,0.000825008,0.000825008,0.000825008
30,286.926,1.60268,2.19196,1.71643,0.43873,0.43729,0.39797,0.2039,1.61482,1.87627,1.59141,0.000822009,0.000822009,0.000822009
31,296.344,1.56992,2.15834,1.69173,0.43856,0.38146,0.36484,0.19086,1.63761,1.87332,1.59743,0.000819009,0.000819009,0.000819009
32,305.947,1.59528,2.16885,1.69316,0.49323,0.47759,0.44671,0.20703,1.7879,1.80651,1.67517,0.000816009,0.000816009,0.000816009
33,315.33,1.58377,2.15046,1.68732,0.44995,0.49309,0.42477,0.20823,1.74666,1.78564,1.64401,0.00081301,0.00081301,0.00081301
34,325.038,1.58236,2.1302,1.70527,0.48892,0.43097,0.41203,0.17883,1.89065,1.88659,1.74269,0.00081001,0.00081001,0.00081001
35,334.416,1.56971,2.12472,1.69899,0.48653,0.47373,0.42928,0.20843,1.73013,1.79218,1.61682,0.00080701,0.00080701,0.00080701
36,343.839,1.57127,2.09653,1.70224,0.46031,0.44976,0.4078,0.18176,1.89045,1.86443,1.70443,0.00080401,0.00080401,0.00080401
37,353.179,1.56996,2.1313,1.69541,0.46502,0.44398,0.42084,0.19247,1.87491,1.84259,1.72128,0.000801011,0.000801011,0.000801011
38,362.588,1.55226,2.08603,1.67315,0.40647,0.50706,0.42587,0.20648,1.75073,1.78788,1.64255,0.000798011,0.000798011,0.000798011
39,371.944,1.55394,2.05752,1.69284,0.43982,0.5517,0.47191,0.22369,1.75083,1.76438,1.65165,0.000795011,0.000795011,0.000795011
40,381.358,1.56676,2.04823,1.67859,0.47247,0.45088,0.43537,0.21327,1.70099,1.74203,1.6036,0.000792012,0.000792012,0.000792012
41,390.738,1.55364,2.08243,1.69806,0.47546,0.47792,0.44694,0.22844,1.66237,1.73882,1.58094,0.000789012,0.000789012,0.000789012
42,400.135,1.53495,2.05961,1.68753,0.43641,0.46139,0.41082,0.21627,1.64382,1.77077,1.57327,0.000786012,0.000786012,0.000786012
43,409.486,1.52286,2.01204,1.64743,0.48969,0.50433,0.48066,0.24309,1.60951,1.7011,1.54345,0.000783013,0.000783013,0.000783013
44,419.189,1.54266,2.00857,1.67936,0.50287,0.51094,0.49223,0.23707,1.65372,1.72087,1.58804,0.000780013,0.000780013,0.000780013
45,428.535,1.52177,2.01172,1.66197,0.47608,0.4726,0.4396,0.21721,1.70116,1.79802,1.63544,0.000777013,0.000777013,0.000777013
46,437.844,1.52927,2.00097,1.65964,0.42182,0.43375,0.38533,0.20936,1.56883,1.83305,1.55917,0.000774013,0.000774013,0.000774013
47,447.151,1.52918,2.01244,1.66436,0.52484,0.53554,0.49614,0.24513,1.67738,1.64346,1.55915,0.000771014,0.000771014,0.000771014
48,456.646,1.52452,1.99566,1.65894,0.54487,0.49752,0.49544,0.25877,1.60865,1.67626,1.56446,0.000768014,0.000768014,0.000768014
49,466.145,1.50991,1.95325,1.64457,0.48509,0.4711,0.44466,0.24386,1.57699,1.68795,1.56379,0.000765014,0.000765014,0.000765014
50,475.771,1.50942,1.97597,1.66589,0.52679,0.48487,0.48468,0.25899,1.591,1.69979,1.53273,0.000762015,0.000762015,0.000762015
51,485.251,1.52024,1.98802,1.65854,0.54853,0.47566,0.48909,0.26335,1.55768,1.66781,1.51118,0.000759015,0.000759015,0.000759015
52,494.873,1.52059,1.99197,1.65989,0.49136,0.49643,0.46089,0.23484,1.6296,1.81396,1.56075,0.000756015,0.000756015,0.000756015
53,504.37,1.51649,1.95275,1.6488,0.51222,0.4472,0.46693,0.24746,1.53546,1.75768,1.51148,0.000753016,0.000753016,0.000753016
54,514.056,1.48386,1.92357,1.64555,0.51961,0.50528,0.46944,0.24108,1.57701,1.73862,1.53897,0.000750016,0.000750016,0.000750016
55,523.655,1.51033,1.91558,1.63635,0.46803,0.51688,0.47832,0.25325,1.58184,1.69547,1.53804,0.000747016,0.000747016,0.000747016
56,533.189,1.4827,1.89148,1.62681,0.61266,0.43567,0.48825,0.25536,1.59396,1.70721,1.54007,0.000744016,0.000744016,0.000744016
57,542.605,1.4853,1.88409,1.60067,0.54559,0.4971,0.49263,0.24528,1.65594,1.6897,1.56755,0.000741017,0.000741017,0.000741017
58,552.093,1.49426,1.92828,1.64934,0.56891,0.50275,0.52995,0.28991,1.54348,1.57648,1.52829,0.000738017,0.000738017,0.000738017
59,561.715,1.49909,1.90643,1.63232,0.47411,0.51656,0.47727,0.2569,1.58935,1.62862,1.54915,0.000735017,0.000735017,0.000735017
60,571.231,1.50672,1.89521,1.64184,0.52335,0.4595,0.48507,0.2714,1.52587,1.66415,1.52216,0.000732018,0.000732018,0.000732018
61,580.767,1.48739,1.86773,1.61057,0.55755,0.47932,0.50083,0.25808,1.57988,1.60505,1.53548,0.000729018,0.000729018,0.000729018
62,590.232,1.47181,1.86397,1.62476,0.54908,0.50246,0.5149,0.27063,1.58561,1.6755,1.54639,0.000726018,0.000726018,0.000726018
63,599.87,1.48535,1.88852,1.65203,0.5854,0.50531,0.5248,0.26854,1.61569,1.68591,1.56167,0.000723019,0.000723019,0.000723019
64,609.571,1.46926,1.84657,1.61773,0.47869,0.52575,0.48595,0.2283,1.79078,1.71706,1.62127,0.000720019,0.000720019,0.000720019
65,619.174,1.48344,1.90184,1.63804,0.56544,0.52484,0.53034,0.28417,1.55603,1.56472,1.53349,0.000717019,0.000717019,0.000717019
66,628.584,1.45443,1.78829,1.58482,0.5935,0.52912,0.54111,0.27067,1.68967,1.64895,1.584,0.000714019,0.000714019,0.000714019
67,638.071,1.51015,1.8807,1.64065,0.53788,0.51003,0.51988,0.29469,1.48382,1.55016,1.4987,0.00071102,0.00071102,0.00071102
68,647.495,1.46309,1.8289,1.60794,0.54625,0.5191,0.50281,0.27373,1.54623,1.6279,1.51061,0.00070802,0.00070802,0.00070802
69,656.931,1.43775,1.82267,1.59987,0.492,0.54702,0.51207,0.27653,1.52773,1.57706,1.50955,0.00070502,0.00070502,0.00070502
70,666.349,1.48272,1.81141,1.61186,0.5625,0.56093,0.53836,0.26366,1.71521,1.59769,1.60407,0.000702021,0.000702021,0.000702021
71,675.694,1.47717,1.80422,1.61198,0.53819,0.54074,0.54604,0.25907,1.7541,1.58623,1.61829,0.000699021,0.000699021,0.000699021
72,685.222,1.48211,1.80849,1.61061,0.57361,0.55335,0.554,0.28216,1.58878,1.52612,1.53475,0.000696021,0.000696021,0.000696021
73,694.654,1.46421,1.78675,1.60887,0.47242,0.55754,0.50143,0.26889,1.51192,1.613,1.49796,0.000693022,0.000693022,0.000693022
74,704.171,1.43508,1.77821,1.57866,0.58864,0.43388,0.47497,0.25519,1.55093,1.62731,1.51786,0.000690022,0.000690022,0.000690022
75,713.997,1.46629,1.77565,1.61237,0.53095,0.52552,0.52639,0.2747,1.62251,1.57964,1.52424,0.000687022,0.000687022,0.000687022
76,723.569,1.45721,1.77482,1.59465,0.51954,0.53286,0.52067,0.27434,1.57722,1.56525,1.49935,0.000684022,0.000684022,0.000684022
77,733.008,1.42432,1.71745,1.57945,0.58107,0.48197,0.52756,0.29199,1.49744,1.59729,1.50578,0.000681023,0.000681023,0.000681023
78,742.484,1.43031,1.78757,1.58147,0.58499,0.48144,0.5224,0.28512,1.53474,1.57655,1.49083,0.000678023,0.000678023,0.000678023
79,751.846,1.4481,1.74392,1.58961,0.55978,0.54642,0.53413,0.2811,1.53022,1.55632,1.49771,0.000675023,0.000675023,0.000675023
80,761.257,1.45312,1.77062,1.60449,0.60465,0.53746,0.54965,0.29119,1.56338,1.53416,1.5054,0.000672024,0.000672024,0.000672024
81,770.79,1.43125,1.74191,1.58458,0.5824,0.5978,0.56974,0.29486,1.60121,1.52471,1.52363,0.000669024,0.000669024,0.000669024
82,780.422,1.43175,1.75845,1.58446,0.58596,0.52601,0.54665,0.28998,1.5526,1.52883,1.4961,0.000666024,0.000666024,0.000666024
83,789.846,1.45648,1.75209,1.5888,0.56435,0.54405,0.55817,0.2924,1.57752,1.51087,1.50629,0.000663025,0.000663025,0.000663025
84,799.254,1.44442,1.75996,1.59425,0.58585,0.48819,0.53888,0.29642,1.52301,1.54399,1.48049,0.000660025,0.000660025,0.000660025
85,808.942,1.41447,1.70745,1.56276,0.55704,0.50754,0.53508,0.30005,1.49473,1.53611,1.46912,0.000657025,0.000657025,0.000657025
86,818.507,1.42618,1.69615,1.56999,0.5429,0.56427,0.55848,0.30891,1.51392,1.50175,1.4693,0.000654025,0.000654025,0.000654025
87,828.18,1.41307,1.70072,1.56587,0.53977,0.50575,0.51483,0.27848,1.5554,1.52433,1.48631,0.000651026,0.000651026,0.000651026
88,837.62,1.43817,1.71454,1.57739,0.57949,0.51066,0.55158,0.28271,1.60966,1.56406,1.52336,0.000648026,0.000648026,0.000648026
89,847,1.44329,1.70458,1.58442,0.5294,0.54495,0.54718,0.29497,1.51969,1.53196,1.48799,0.000645026,0.000645026,0.000645026
90,856.503,1.40611,1.69133,1.55795,0.59023,0.51661,0.55813,0.29071,1.58384,1.53071,1.53176,0.000642027,0.000642027,0.000642027
91,866.247,1.4228,1.71979,1.58221,0.6099,0.54818,0.56912,0.28422,1.64419,1.55085,1.53694,0.000639027,0.000639027,0.000639027
92,875.915,1.40073,1.6671,1.54877,0.57981,0.58603,0.5811,0.30186,1.57869,1.45796,1.50375,0.000636027,0.000636027,0.000636027
93,885.571,1.43132,1.70675,1.5762,0.55019,0.58775,0.53935,0.28143,1.63689,1.54041,1.53178,0.000633028,0.000633028,0.000633028
94,895.308,1.40524,1.67527,1.55644,0.5949,0.57936,0.58472,0.32667,1.52408,1.45684,1.47682,0.000630028,0.000630028,0.000630028
95,904.924,1.40869,1.70243,1.56746,0.54499,0.53004,0.52711,0.28323,1.57764,1.59981,1.49705,0.000627028,0.000627028,0.000627028
96,914.718,1.40968,1.68241,1.55671,0.49181,0.51915,0.48347,0.25865,1.60756,1.59122,1.52145,0.000624028,0.000624028,0.000624028
97,924.117,1.38544,1.63361,1.54305,0.60431,0.54597,0.55942,0.29444,1.58459,1.50665,1.50101,0.000621029,0.000621029,0.000621029
98,933.861,1.41187,1.68496,1.57142,0.60016,0.52966,0.55684,0.30268,1.54502,1.49929,1.47602,0.000618029,0.000618029,0.000618029
99,943.319,1.40269,1.64702,1.56504,0.55472,0.57822,0.57006,0.30771,1.54841,1.48026,1.50523,0.000615029,0.000615029,0.000615029
100,952.892,1.40982,1.67676,1.55237,0.55604,0.56916,0.55779,0.3006,1.55803,1.48917,1.49929,0.00061203,0.00061203,0.00061203
101,962.316,1.39916,1.65099,1.55206,0.60496,0.57054,0.59834,0.32358,1.51349,1.44911,1.4945,0.00060903,0.00060903,0.00060903
102,971.785,1.38113,1.63943,1.53959,0.59939,0.60262,0.58637,0.31402,1.56688,1.4467,1.49674,0.00060603,0.00060603,0.00060603
103,981.233,1.41314,1.65776,1.55713,0.59692,0.58036,0.58756,0.33093,1.50746,1.44776,1.45603,0.000603031,0.000603031,0.000603031
104,990.788,1.40729,1.63692,1.54387,0.57756,0.57744,0.56535,0.31916,1.51368,1.52545,1.4721,0.000600031,0.000600031,0.000600031
105,1000.44,1.38267,1.61564,1.5436,0.59764,0.57218,0.58011,0.32269,1.51905,1.45467,1.47098,0.000597031,0.000597031,0.000597031
106,1010.13,1.41499,1.63846,1.55361,0.53892,0.57127,0.53527,0.28446,1.55126,1.54855,1.50706,0.000594031,0.000594031,0.000594031
107,1019.62,1.4091,1.64599,1.55499,0.62873,0.52658,0.55639,0.30334,1.54671,1.57557,1.49195,0.000591032,0.000591032,0.000591032
108,1029.13,1.39061,1.62656,1.53206,0.58766,0.50626,0.53059,0.28946,1.54255,1.54347,1.49525,0.000588032,0.000588032,0.000588032
109,1039.04,1.39105,1.63815,1.54472,0.59462,0.5171,0.54496,0.31364,1.45378,1.50437,1.45643,0.000585032,0.000585032,0.000585032
110,1048.7,1.40137,1.62691,1.55638,0.60439,0.58333,0.58984,0.34317,1.46674,1.45994,1.45906,0.000582033,0.000582033,0.000582033
111,1058.22,1.3851,1.59762,1.53904,0.59035,0.59017,0.59834,0.33158,1.49782,1.43777,1.48631,0.000579033,0.000579033,0.000579033
112,1068.14,1.36937,1.60965,1.52807,0.58495,0.5691,0.56407,0.31631,1.51291,1.46489,1.48337,0.000576033,0.000576033,0.000576033
113,1078,1.3619,1.5793,1.52167,0.59965,0.54181,0.55294,0.29212,1.58029,1.52814,1.4968,0.000573034,0.000573034,0.000573034
114,1087.71,1.36422,1.55808,1.51979,0.61388,0.5346,0.57007,0.32134,1.45744,1.4775,1.46033,0.000570034,0.000570034,0.000570034
115,1097.23,1.37757,1.55315,1.52009,0.58308,0.55951,0.564,0.32446,1.44928,1.46274,1.44073,0.000567034,0.000567034,0.000567034
116,1107.42,1.38212,1.57692,1.51849,0.60729,0.49967,0.54825,0.30503,1.51143,1.52309,1.47116,0.000564034,0.000564034,0.000564034
117,1117.01,1.37723,1.56665,1.51957,0.59606,0.55352,0.58692,0.32434,1.49295,1.46745,1.45426,0.000561035,0.000561035,0.000561035
118,1126.59,1.3597,1.55344,1.51708,0.55747,0.59479,0.57547,0.32233,1.47513,1.45062,1.45699,0.000558035,0.000558035,0.000558035
119,1136.08,1.37551,1.57511,1.52483,0.59581,0.55513,0.55717,0.29955,1.57194,1.47947,1.4909,0.000555035,0.000555035,0.000555035
120,1145.58,1.35231,1.53119,1.49977,0.61087,0.60902,0.59456,0.31695,1.54514,1.4735,1.49332,0.000552036,0.000552036,0.000552036
121,1155.08,1.35318,1.51155,1.50571,0.59598,0.54798,0.56541,0.33043,1.44898,1.44621,1.44759,0.000549036,0.000549036,0.000549036
122,1164.75,1.37404,1.55723,1.51649,0.57723,0.62332,0.60319,0.33234,1.51181,1.42131,1.46474,0.000546036,0.000546036,0.000546036
123,1174.63,1.36089,1.56063,1.51879,0.59195,0.58085,0.59695,0.33768,1.47646,1.43478,1.45416,0.000543037,0.000543037,0.000543037
124,1184.6,1.36325,1.55379,1.51983,0.61135,0.52796,0.56572,0.33037,1.43174,1.47135,1.42572,0.000540037,0.000540037,0.000540037
125,1194.46,1.35115,1.52436,1.50169,0.54738,0.54859,0.54629,0.3004,1.4999,1.52969,1.45015,0.000537037,0.000537037,0.000537037
126,1204.34,1.34903,1.57243,1.51281,0.58773,0.63091,0.593,0.34244,1.43646,1.42842,1.41997,0.000534037,0.000534037,0.000534037
127,1213.75,1.3493,1.52682,1.49943,0.57631,0.58439,0.58846,0.33185,1.46831,1.43831,1.44234,0.000531038,0.000531038,0.000531038
128,1223.23,1.34769,1.52181,1.50636,0.59953,0.58352,0.57738,0.33175,1.47328,1.42105,1.44665,0.000528038,0.000528038,0.000528038
129,1232.79,1.37363,1.5383,1.52416,0.57126,0.60722,0.57687,0.32736,1.45636,1.41867,1.43045,0.000525038,0.000525038,0.000525038
130,1242.36,1.32678,1.52251,1.49394,0.61263,0.60424,0.60583,0.34005,1.46957,1.38315,1.43398,0.000522039,0.000522039,0.000522039
131,1251.95,1.35125,1.51151,1.50274,0.65412,0.56174,0.60009,0.34081,1.449,1.40194,1.43321,0.000519039,0.000519039,0.000519039
132,1261.73,1.3377,1.5015,1.49432,0.63627,0.5863,0.60376,0.33216,1.5245,1.44232,1.47313,0.000516039,0.000516039,0.000516039
133,1271.48,1.34568,1.54146,1.50602,0.58787,0.5945,0.58381,0.33581,1.4127,1.4028,1.41779,0.00051304,0.00051304,0.00051304
134,1280.99,1.34324,1.52435,1.49898,0.60713,0.61969,0.59725,0.34208,1.4387,1.42138,1.42452,0.00051004,0.00051004,0.00051004
135,1290.57,1.33578,1.47944,1.49643,0.66787,0.58535,0.60245,0.32601,1.50145,1.42296,1.45921,0.00050704,0.00050704,0.00050704
136,1300.2,1.35193,1.50801,1.50959,0.62125,0.60367,0.5957,0.33874,1.45715,1.4156,1.4478,0.00050404,0.00050404,0.00050404
137,1309.63,1.34984,1.51094,1.51236,0.59754,0.62234,0.61419,0.33174,1.53437,1.43684,1.48412,0.000501041,0.000501041,0.000501041
138,1319.21,1.33178,1.49615,1.48982,0.58767,0.60408,0.58646,0.32795,1.4763,1.48086,1.43237,0.000498041,0.000498041,0.000498041
139,1328.72,1.32496,1.44199,1.46977,0.6437,0.57705,0.59286,0.33214,1.48361,1.45602,1.44668,0.000495041,0.000495041,0.000495041
140,1338.18,1.35213,1.51817,1.50328,0.65648,0.62218,0.62583,0.34699,1.45658,1.44059,1.42171,0.000492042,0.000492042,0.000492042
141,1347.88,1.33149,1.50972,1.49119,0.61746,0.6092,0.59234,0.33871,1.45287,1.43228,1.42875,0.000489042,0.000489042,0.000489042
142,1357.62,1.31937,1.47339,1.48883,0.58563,0.619,0.60178,0.34454,1.44632,1.4256,1.44018,0.000486042,0.000486042,0.000486042
143,1367.25,1.33219,1.49446,1.49484,0.63311,0.59327,0.61399,0.35133,1.43015,1.38941,1.42152,0.000483043,0.000483043,0.000483043
144,1376.81,1.36296,1.52697,1.51139,0.57558,0.60781,0.5811,0.31138,1.53582,1.47314,1.48506,0.000480043,0.000480043,0.000480043
145,1386.35,1.30662,1.43015,1.45185,0.57445,0.60797,0.57799,0.32298,1.44901,1.4269,1.43537,0.000477043,0.000477043,0.000477043
146,1395.84,1.29031,1.42131,1.4663,0.58128,0.54633,0.55512,0.32335,1.45669,1.47052,1.43367,0.000474043,0.000474043,0.000474043
147,1405.55,1.32308,1.4746,1.48014,0.58876,0.60975,0.59595,0.33773,1.40678,1.42339,1.41053,0.000471044,0.000471044,0.000471044
148,1415.01,1.29662,1.4334,1.47169,0.65705,0.54534,0.58887,0.3344,1.41295,1.42049,1.41435,0.000468044,0.000468044,0.000468044
149,1424.47,1.3234,1.45887,1.48492,0.56954,0.60666,0.58575,0.33577,1.44277,1.40633,1.42816,0.000465044,0.000465044,0.000465044
150,1434,1.30732,1.42875,1.47094,0.59109,0.58866,0.60111,0.3409,1.45391,1.46673,1.45,0.000462045,0.000462045,0.000462045
151,1443.49,1.32358,1.44787,1.48804,0.58932,0.58771,0.57705,0.33492,1.42874,1.43004,1.42564,0.000459045,0.000459045,0.000459045
152,1452.99,1.31867,1.48435,1.50284,0.59126,0.62813,0.60881,0.34517,1.4719,1.4037,1.43403,0.000456045,0.000456045,0.000456045
153,1462.59,1.3217,1.42338,1.474,0.65942,0.59697,0.62902,0.35598,1.46494,1.39493,1.44471,0.000453046,0.000453046,0.000453046
154,1472.16,1.29579,1.42585,1.46929,0.68546,0.55516,0.61122,0.35323,1.39624,1.40636,1.41169,0.000450046,0.000450046,0.000450046
155,1481.72,1.3135,1.47668,1.47515,0.67195,0.60467,0.62526,0.36609,1.38074,1.39717,1.39559,0.000447046,0.000447046,0.000447046
156,1491.42,1.30197,1.41661,1.45836,0.65557,0.57255,0.60345,0.35521,1.43689,1.39703,1.41823,0.000444046,0.000444046,0.000444046
157,1500.88,1.30011,1.37707,1.45338,0.62583,0.61133,0.60492,0.35304,1.40542,1.42676,1.41331,0.000441047,0.000441047,0.000441047
158,1510.52,1.29268,1.40267,1.46541,0.61344,0.64139,0.61341,0.3415,1.48861,1.43035,1.4452,0.000438047,0.000438047,0.000438047
159,1520.02,1.27782,1.38224,1.43984,0.59342,0.6348,0.62472,0.36518,1.40553,1.40153,1.38464,0.000435047,0.000435047,0.000435047
160,1529.84,1.30151,1.40373,1.4631,0.69104,0.56894,0.62011,0.36358,1.40981,1.43783,1.39687,0.000432048,0.000432048,0.000432048
161,1539.34,1.27974,1.39586,1.44578,0.67509,0.5745,0.60927,0.35602,1.41411,1.38923,1.39949,0.000429048,0.000429048,0.000429048
162,1548.79,1.30284,1.40431,1.46439,0.66218,0.58567,0.60272,0.34379,1.41253,1.40798,1.3995,0.000426048,0.000426048,0.000426048
163,1558.23,1.29012,1.37359,1.44741,0.64932,0.60541,0.61285,0.35631,1.4158,1.40416,1.41064,0.000423049,0.000423049,0.000423049
164,1567.79,1.29282,1.41914,1.46614,0.66553,0.60108,0.61188,0.35432,1.41651,1.39049,1.40523,0.000420049,0.000420049,0.000420049
165,1577.26,1.27213,1.38664,1.44678,0.62689,0.58074,0.60722,0.35957,1.38665,1.40988,1.38755,0.000417049,0.000417049,0.000417049
166,1586.71,1.28602,1.37787,1.44979,0.66474,0.60752,0.6251,0.34836,1.43007,1.40374,1.39795,0.000414049,0.000414049,0.000414049
167,1596.16,1.28075,1.38857,1.45526,0.66218,0.58624,0.60581,0.35128,1.39692,1.41342,1.39736,0.00041105,0.00041105,0.00041105
168,1605.67,1.26525,1.35248,1.43864,0.64525,0.62779,0.6215,0.34844,1.42099,1.41036,1.41916,0.00040805,0.00040805,0.00040805
169,1615.31,1.28717,1.37019,1.44827,0.64767,0.60391,0.61165,0.3516,1.40244,1.39205,1.40697,0.00040505,0.00040505,0.00040505
170,1624.73,1.26222,1.36296,1.43358,0.62669,0.62756,0.61268,0.35295,1.42281,1.40299,1.40978,0.000402051,0.000402051,0.000402051
171,1634.27,1.28557,1.37619,1.45911,0.63328,0.63708,0.62059,0.3683,1.35294,1.37054,1.38313,0.000399051,0.000399051,0.000399051
172,1643.85,1.25982,1.36322,1.43804,0.6735,0.54886,0.59708,0.36223,1.3511,1.37977,1.38298,0.000396051,0.000396051,0.000396051
173,1653.25,1.2605,1.37175,1.43944,0.66349,0.55547,0.58445,0.34022,1.37693,1.42645,1.40713,0.000393052,0.000393052,0.000393052
174,1662.71,1.2858,1.3662,1.43809,0.62473,0.64307,0.61128,0.34738,1.45775,1.42806,1.43706,0.000390052,0.000390052,0.000390052
175,1672.35,1.2594,1.3283,1.42988,0.61789,0.62227,0.61784,0.35632,1.42536,1.40198,1.42207,0.000387052,0.000387052,0.000387052
176,1681.82,1.28988,1.38028,1.45214,0.68372,0.56448,0.61564,0.34822,1.43099,1.4057,1.42318,0.000384052,0.000384052,0.000384052
177,1691.28,1.27959,1.33775,1.44027,0.65198,0.61928,0.61185,0.34241,1.45823,1.39204,1.44697,0.000381053,0.000381053,0.000381053
178,1700.71,1.25926,1.35798,1.433,0.66099,0.58095,0.61216,0.34848,1.45054,1.40831,1.42749,0.000378053,0.000378053,0.000378053
179,1710.51,1.26112,1.35347,1.43848,0.63209,0.62116,0.61339,0.35726,1.39994,1.38724,1.39847,0.000375053,0.000375053,0.000375053
180,1720.14,1.27245,1.34022,1.44428,0.61344,0.60474,0.59881,0.35157,1.39685,1.41265,1.39748,0.000372054,0.000372054,0.000372054
181,1729.55,1.24396,1.30889,1.41339,0.64235,0.6232,0.6218,0.36171,1.39572,1.36769,1.40449,0.000369054,0.000369054,0.000369054
182,1739.04,1.2527,1.30311,1.4063,0.70604,0.56388,0.63195,0.36492,1.39747,1.39416,1.40256,0.000366054,0.000366054,0.000366054
183,1748.46,1.276,1.34459,1.44826,0.67133,0.57436,0.61204,0.3581,1.40411,1.38921,1.42303,0.000363055,0.000363055,0.000363055
184,1757.94,1.25493,1.33836,1.43617,0.64172,0.58984,0.60893,0.35084,1.42006,1.44014,1.43792,0.000360055,0.000360055,0.000360055
185,1767.47,1.27636,1.34643,1.43778,0.6398,0.61354,0.59584,0.33839,1.40895,1.41283,1.42562,0.000357055,0.000357055,0.000357055
